,Date,Train Predictions,Actuals,Predictions
111,2023-02-10,0.4652475,0.3846892390087546,
112,2023-02-11,0.4443363,0.37403670340042283,
113,2023-02-12,0.42617288,0.3879963443027725,
114,2023-02-13,0.41259834,0.3826496645416497,
115,2023-02-14,0.403408,0.38359421395300086,
116,2023-02-15,0.40252376,0.4102799433740518,
117,2023-02-16,0.42806622,0.543259030179807,
118,2023-02-17,0.461404,0.4995394248282976,
119,2023-02-18,0.49186614,0.5596967285897487,
120,2023-02-19,0.5160031,0.5644589303006036,
121,2023-02-20,0.534684,0.5451244810245783,
122,2023-02-21,0.5500401,0.5767592310164538,
123,2023-02-22,0.5628065,0.5515476409005569,
124,2023-02-23,0.5636433,0.5358267246730897,
125,2023-02-24,0.5628452,0.5202325117845519,
126,2023-02-25,0.54870224,0.47270110383680075,
127,2023-02-26,0.52741003,0.4710458709836709,
128,2023-02-27,0.51551205,0.49572662659211764,
129,2023-02-28,0.5091059,0.49320226889605157,
130,2023-03-01,0.49926716,0.46956613088524013,
131,2023-03-02,0.4974577,0.5011794732164958,
132,2023-03-03,0.49583793,0.49032157374357066,
133,2023-03-04,0.4836957,0.41935043031663266,
134,2023-03-05,0.46559304,0.4187909693129357,
135,2023-03-06,0.45377493,0.42405923739465456,
136,2023-03-07,0.44653073,0.4235179480306033,
137,2023-03-08,0.43998778,0.41001583292960797,
138,2023-03-09,0.42967746,0.37838519020737693,
139,2023-03-10,0.40485188,0.29216024008970565,
140,2023-03-11,0.37612137,0.28074549329537124,
141,2023-03-12,0.357011,0.30879421657628026,
142,2023-03-13,0.35807252,0.4061900905458067,
143,2023-03-14,0.39686522,0.5365306871629356,
144,2023-03-15,0.45601234,0.5728004377067679,
145,2023-03-16,0.49004948,0.5474717279235961,
146,2023-03-17,0.5206487,0.5909109182707992,
147,2023-03-18,0.5804267,0.7434045523243424,
148,2023-03-19,0.6310324,0.7129049044447311,
149,2023-03-20,0.67805153,0.7812243645617121,
150,2023-03-21,0.7161562,0.7638141125828586,
151,2023-03-22,0.7458973,0.7886877857919714,
152,2023-03-23,0.7617671,0.7340904912855417,
153,2023-03-24,0.77726716,0.7992273090663984,
154,2023-03-25,0.7804597,0.7459038929738373,
155,2023-03-26,0.7752223,0.746425517238335,
156,2023-03-27,0.77513933,0.7781953094996972,
157,2023-03-28,0.7664416,0.7233166042852981,
158,2023-03-29,0.758604,0.7318648446884202,
159,2023-03-30,0.7685962,0.8008860269142115,
160,2023-03-31,0.77798325,0.7806291826811338,
161,2023-04-01,0.7833204,0.8087364035044591,
162,2023-04-02,0.789882,0.808068161891494,
163,2023-04-03,0.7908177,0.79024008780282,
164,2023-04-04,0.7899272,0.7655270963121759,
165,2023-04-05,0.79192376,0.7893891345995299,
166,2023-04-06,0.795933,0.7897396222889581,
167,2023-04-07,0.79334456,0.781056464007617,
168,2023-04-08,0.78976315,0.773508034537288,
169,2023-04-09,0.7868029,0.7755379009414709,
170,2023-04-10,0.78889173,0.7999866575964039,
171,2023-04-11,0.80898905,0.883954098599733,
172,2023-04-12,0.8369949,0.9207809453112341,
173,2023-04-13,0.8578662,0.8991882401271878,
174,2023-04-14,0.8772791,0.9321227568281742,
175,2023-04-15,0.8977009,0.9372964330618938,
176,2023-04-16,0.90728575,0.9261589897696088,
177,2023-04-17,0.91384214,0.9262335430256277,
178,2023-04-18,0.9102067,0.8709167281994432,
179,2023-04-19,0.9136994,0.9311429844236361,
180,2023-04-20,0.9054714,0.8310625689232687,
181,2023-04-21,0.8845375,0.7944555237476139,
182,2023-04-22,0.8542295,0.7317924072309951,
183,2023-04-23,0.82806194,0.7668571074324328,
184,2023-04-24,0.8057896,0.7525563136023248,
185,2023-04-25,0.7892085,0.7476585717382898,
186,2023-04-26,0.78485745,0.797694547763836,
187,2023-04-27,0.79655194,0.8058772404675905,
188,2023-04-28,0.81431293,0.8729509507832558,
189,2023-04-29,0.82555616,0.8637460437824245,
190,2023-04-30,0.8328472,0.8579438296272737,
191,2023-05-01,0.84296054,0.8567705173471079,
192,2023-05-02,0.83705974,0.7841285831734068,
193,2023-05-03,0.83431125,0.8219378160991837,
194,2023-05-04,0.838235,0.8442932302892017,
195,2023-05-05,0.8408395,0.8328339257400099,
196,2023-05-06,0.84921485,0.8766371701992237,
197,2023-05-07,0.84992856,0.8360292632500459,
198,2023-05-08,0.8422851,0.8072786933416096,
199,2023-05-09,0.8272595,0.7591415242016872,
200,2023-05-10,0.8094543,0.7565650165501605,
201,2023-05-11,0.798231,0.7544269918753963,
202,2023-05-12,0.78074473,0.7140620365563017,
203,2023-05-13,0.7613315,0.7025983758274807,
204,2023-05-14,0.7460383,0.7014006687757053,
205,2023-05-15,0.7350691,0.7104757609353503,
206,2023-05-16,0.73309577,0.7257779837406013,
207,2023-05-17,0.7286479,0.7171086408555516,
208,2023-05-18,0.72898304,0.740443454085131,
209,2023-05-19,0.726209,0.7038081557782063,
210,2023-05-20,0.72295934,0.7077647087705816,
211,2023-05-21,0.7221012,0.7223948316032069,
212,2023-05-22,0.7199337,0.6989101650041862,
213,2023-05-23,0.7180303,0.7056693748983403,
214,2023-05-24,0.72284895,0.7291611358779952,
215,2023-05-25,0.7182368,0.6721181442648883,
216,2023-05-26,0.711188,0.681340476047962,
217,2023-05-27,0.70976496,0.6970168345205721,
218,2023-05-28,0.708468,0.706637821133882,
219,2023-05-29,0.7243644,0.7833903933940369,
220,2023-05-30,0.7390345,0.762331260918446,
221,2023-05-31,0.74828655,0.7594895226638203,
222,2023-06-01,0.7498028,0.7287665882536789,
223,2023-06-02,0.74520874,0.7036681349904039,
224,2023-06-03,0.7432831,0.730927638631413,
225,2023-06-04,0.7396117,0.7196354878426381,
226,2023-06-05,0.7373728,0.7226934182471594,
227,2023-06-06,0.7240751,0.6340518953390266,
228,2023-06-07,0.7240712,0.7298650983678412,
229,2023-06-08,0.7203213,0.6732775166937699,
230,2023-06-09,0.71293485,0.6833632480077856,
231,2023-06-10,0.7065709,0.6818235167795812,
232,2023-06-11,0.69637513,0.6418213710225744,
233,2023-06-12,0.6851658,0.6469355539464898,
234,2023-06-13,0.6765541,0.6449381723982139,
235,2023-06-14,0.6727732,0.646041661030692,
236,2023-06-15,0.66004753,0.5951518690821331,
237,2023-06-16,0.65068156,0.6240581421269973,
238,2023-06-17,0.6548063,0.6720683590817307,
239,2023-06-18,0.6643839,0.683652126525091,
240,2023-06-19,0.6692021,0.6724992497941646,
241,2023-06-20,0.6793172,0.7047583060465594,
242,2023-06-21,0.7080292,0.7984115788562953,
243,2023-06-22,0.7632079,0.9057643650023148,
244,2023-06-23,0.8052399,0.8994203635994187,
245,2023-06-24,0.84940886,0.9511877437764633,
246,2023-06-25,0.87744355,0.940763099852,
247,2023-06-26,0.9001455,0.9366447450462256,
248,2023-06-27,0.9129282,0.9235044438036548,
249,2023-06-28,0.92729294,0.9504117172578939,
250,2023-06-29,0.92982507,0.9115156738156527,
251,2023-06-30,0.9325698,0.9341486404177046,
252,2023-07-01,0.9384767,0.9360918805394687,
253,2023-07-02,0.9365486,0.9434471434991467,
254,2023-07-03,0.9348687,0.9458206521221082,
255,2023-07-04,0.94158643,0.9797446492905546,
256,2023-07-05,0.94283557,0.9556476249386976,
257,2023-07-06,0.93870187,0.9383415485432229,
258,2023-07-07,0.93793553,0.900160544786115,
259,2023-07-08,0.93114066,0.9281309808426119,
260,2023-07-09,0.92499423,0.9246063143300582,
261,2023-07-10,0.91931176,0.9170110867875616,
262,2023-07-11,0.92147994,0.932637037802053,
263,2023-07-12,0.9234506,0.9456760261809671,
264,2023-07-13,0.9252741,0.9307160764621301,
265,2023-07-14,0.94069946,1.0,
266,2023-07-15,0.9425095,0.9271662684480131,
267,2023-07-16,0.9350181,0.9249798276587315,
268,2023-07-17,0.92825776,0.9219308585871784,
269,2023-07-18,0.92189485,0.9153954331709735,
270,2023-07-19,0.9147933,0.8972323047677875,
271,2023-07-20,0.9096103,0.900622675740808,
272,2023-07-21,0.90473306,0.8936040850742664,
273,2023-07-22,0.9000499,0.9002051025409721,
274,2023-07-23,0.89382726,0.8926482095576438,
275,2023-07-24,0.89337033,0.9112272931183165,
276,2023-07-25,0.88546455,0.8537032521809162,
277,2023-07-26,0.8753992,0.8566848868320771,
278,2023-07-27,0.87142277,0.864844180467885,
279,2023-07-28,0.8658372,0.8558185001901457,
280,2023-07-29,0.86331004,0.8626550015413232,
281,2023-07-30,0.8597618,0.865054149485817,
282,2023-07-31,0.85657924,0.8600339360712146,
283,2023-08-01,0.85561395,0.8570107308399113,
284,2023-08-02,0.8594853,0.8871700969129854,
285,2023-08-03,0.86241347,0.8526098451037871,
286,2023-08-04,0.85956335,0.8534108887326526,
287,2023-08-05,0.85598797,0.8471024836879204,
288,2023-08-06,0.85045147,0.8450831966590553,
289,2023-08-07,0.8465699,0.8447526230428899,
290,2023-08-08,0.84645,0.8537700887813398,
291,2023-08-09,0.85749847,0.8911560231952862,
292,2023-08-10,0.86508197,0.8782375148958879,
293,2023-08-11,0.8662215,0.8693752544738971,
294,2023-08-12,0.86502844,0.8677747852585156,
295,2023-08-13,0.8630763,0.8688457890350867,
296,2023-08-14,0.8604264,0.8603493252224481,
297,2023-08-15,0.86198527,0.8683012635863365,
298,2023-08-16,0.86004186,0.8530725983971665,
299,2023-08-17,0.85418653,0.8231682568531258,
300,2023-08-18,0.8283751,0.6916573350668205,
301,2023-08-19,0.7929546,0.6541713324665901,
